Data,Study,Trait,Sample1,Sample2,AuthorDate,Data.type,Citation,Species,System,Order,Sex,GenPhen,AlloSyn,Autonomous,Trait,Dimensionality (k),BodySizeCorrelated,Years,GLength,Darwins,Darwins.num,Darwins.num.abs,Darwins (standardized by k),Haldanes,Generations,log10.gens,h.num,Darwin.Numerator,log10.years,d,InSitu
71,1,1,NEWP,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,HUMERL,1,1,225.9999999,1,-24.6506416,-0.005571045,0.005571045,-24.6506416,NA,225.9999999,2.354108439,NA,0.005571045,2.354108439,-0.005571045,2
72,1,1,NEWP,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,HUMERL,1,1,220.0000001,1,-25.32293181,-0.005571045,0.005571045,-25.32293181,NA,220.0000001,2.342422681,NA,0.005571045,2.342422681,-0.005571045,2
73,1,1,WELL,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,HUMERL,1,1,225.9999999,1,0,0,0,0,NA,225.9999999,2.354108439,NA,0,2.354108439,0,2
74,1,1,WELL,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,HUMERL,1,1,225.9999999,1,0,0,0,0,NA,225.9999999,2.354108439,NA,0,2.354108439,0,2
75,1,1,WELL,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,HUMERL,1,1,220.0000001,1,0,0,0,0,NA,220.0000001,2.342422681,NA,0,2.342422681,0,2
76,1,1,DUND,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,HUMERL,1,1,225.9999999,1,0,0,0,0,NA,225.9999999,2.354108439,NA,0,2.354108439,0,2
77,1,1,DUND,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,HUMERL,1,1,220.0000001,1,0,0,0,0,NA,220.0000001,2.342422681,NA,0,2.342422681,0,2
78,1,1,INVE,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,HUMERL,1,1,220.0000001,1,0,0,0,0,NA,220.0000001,2.342422681,NA,0,2.342422681,0,2
79,1,2,HAMN,TAUP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,221.9999998,1,15.94516668,0.003539827,0.003539827,15.94516668,NA,221.9999998,2.346352974,NA,0.003539827,2.346352974,0.003539827,2
80,1,2,HAMN,PALM,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,220.0000001,1,-142.3041136,-0.031306905,0.031306905,-142.3041136,NA,220.0000001,2.342422681,NA,0.031306905,2.342422681,-0.031306905,2
81,1,2,HAMN,HAST,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,220.0000001,1,-327.6015817,-0.072072348,0.072072348,-327.6015817,NA,220.0000001,2.342422681,NA,0.072072348,2.342422681,-0.072072348,2
82,1,2,HAMN,CHCH,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,221.9999998,1,-487.4485816,-0.108213585,0.108213585,-487.4485816,NA,221.9999998,2.346352974,NA,0.108213585,2.346352974,-0.108213585,2
83,1,2,HAMN,KAIK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-571.2595046,-0.129104648,0.129104648,-571.2595046,NA,225.9999999,2.354108439,NA,0.129104648,2.354108439,-0.129104648,2
84,1,2,HAMN,NELN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-760.4703845,-0.170345366,0.170345366,-760.4703845,NA,223.9999998,2.350248018,NA,0.170345366,2.350248018,-0.170345366,2
85,1,2,HAMN,AUCK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-941.0412105,-0.210793231,0.210793231,-941.0412105,NA,223.9999998,2.350248018,NA,0.210793231,2.350248018,-0.210793231,2
86,1,2,HAMN,NEWP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-1037.586581,-0.232419394,0.232419394,-1037.586581,NA,223.9999998,2.350248018,NA,0.232419394,2.350248018,-0.232419394,2
87,1,2,HAMN,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-1136.524819,-0.256854609,0.256854609,-1136.524819,NA,225.9999999,2.354108439,NA,0.256854609,2.354108439,-0.256854609,2
88,1,2,HAMN,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-1288.817438,-0.291272741,0.291272741,-1288.817438,NA,225.9999999,2.354108439,NA,0.291272741,2.354108439,-0.291272741,2
89,1,2,HAMN,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-1390.304545,-0.314208827,0.314208827,-1390.304545,NA,225.9999999,2.354108439,NA,0.314208827,2.354108439,-0.314208827,2
90,1,2,HAMN,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,220.0000001,1,-1562.003299,-0.343640726,0.343640726,-1562.003299,NA,220.0000001,2.342422681,NA,0.343640726,2.342422681,-0.343640726,2
91,1,2,TAUP,PALM,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,2,2,2,1,HUMERL,1,1,220.0000001,1,0,0,0,0,NA,220.0000001,2.342422681,NA,0,2.342422681,0,2
92,1,2,TAUP,HAST,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,220.0000001,1,-190.0815454,-0.04181794,0.04181794,-190.0815454,NA,220.0000001,2.342422681,NA,0.04181794,2.342422681,-0.04181794,2
93,1,2,TAUP,CHCH,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,221.9999998,1,-355.6000094,-0.078943202,0.078943202,-355.6000094,NA,221.9999998,2.346352974,NA,0.078943202,2.346352974,-0.078943202,2
94,1,2,TAUP,KAIK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-445.8243055,-0.100756293,0.100756293,-445.8243055,NA,225.9999999,2.354108439,NA,0.100756293,2.354108439,-0.100756293,2
95,1,2,TAUP,NELN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-637.7800005,-0.14286272,0.14286272,-637.7800005,NA,223.9999998,2.350248018,NA,0.14286272,2.350248018,-0.14286272,2
96,1,2,TAUP,AUCK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-821.9865363,-0.184124984,0.184124984,-821.9865363,NA,223.9999998,2.350248018,NA,0.184124984,2.350248018,-0.184124984,2
97,1,2,TAUP,NEWP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-921.9583266,-0.206518665,0.206518665,-921.9583266,NA,223.9999998,2.350248018,NA,0.206518665,2.350248018,-0.206518665,2
98,1,2,TAUP,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-1025.125903,-0.231678454,0.231678454,-1025.125903,NA,225.9999999,2.354108439,NA,0.231678454,2.354108439,-0.231678454,2
99,1,2,TAUP,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-1180.450093,-0.266781721,0.266781721,-1180.450093,NA,225.9999999,2.354108439,NA,0.266781721,2.354108439,-0.266781721,2
100,1,2,TAUP,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-1284.808133,-0.290366638,0.290366638,-1284.808133,NA,225.9999999,2.354108439,NA,0.290366638,2.354108439,-0.290366638,2
101,1,2,TAUP,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,220.0000001,1,-1456.426704,-0.320413875,0.320413875,-1456.426704,NA,220.0000001,2.342422681,NA,0.320413875,2.342422681,-0.320413875,2
102,1,2,PALM,HAST,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,220.0000001,1,-32.23739999,-0.007092228,0.007092228,-32.23739999,NA,220.0000001,2.342422681,NA,0.007092228,2.342422681,-0.007092228,2
103,1,2,PALM,CHCH,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,221.9999998,1,-204.4279552,-0.045383006,0.045383006,-204.4279552,NA,221.9999998,2.346352974,NA,0.045383006,2.346352974,-0.045383006,2
104,1,2,PALM,KAIK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-302.1500355,-0.068285908,0.068285908,-302.1500355,NA,225.9999999,2.354108439,NA,0.068285908,2.354108439,-0.068285908,2
105,1,2,PALM,NELN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-497.3820852,-0.111413587,0.111413587,-497.3820852,NA,223.9999998,2.350248018,NA,0.111413587,2.350248018,-0.111413587,2
106,1,2,PALM,AUCK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-685.8697193,-0.153634817,0.153634817,-685.8697193,NA,223.9999998,2.350248018,NA,0.153634817,2.350248018,-0.153634817,2
107,1,2,PALM,NEWP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-789.8692328,-0.176930708,0.176930708,-789.8692328,NA,223.9999998,2.350248018,NA,0.176930708,2.350248018,-0.176930708,2
108,1,2,PALM,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-897.9683366,-0.202940844,0.202940844,-897.9683366,NA,225.9999999,2.354108439,NA,0.202940844,2.354108439,-0.202940844,2
109,1,2,PALM,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-1056.844881,-0.238846943,0.238846943,-1056.844881,NA,225.9999999,2.354108439,NA,0.238846943,2.354108439,-0.238846943,2
110,1,2,PALM,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-1164.562177,-0.263191052,0.263191052,-1164.562177,NA,225.9999999,2.354108439,NA,0.263191052,2.354108439,-0.263191052,2
111,1,2,PALM,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,220.0000001,1,-1336.169572,-0.293957306,0.293957306,-1336.169572,NA,220.0000001,2.342422681,NA,0.293957306,2.342422681,-0.293957306,2
112,1,2,HAST,CHCH,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,221.9999998,1,-16.05885587,-0.003565066,0.003565066,-16.05885587,NA,221.9999998,2.346352974,NA,0.003565066,2.346352974,-0.003565066,2
113,1,2,HAST,KAIK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-123.34677,-0.02787637,0.02787637,-123.34677,NA,225.9999999,2.354108439,NA,0.02787637,2.354108439,-0.02787637,2
114,1,2,HAST,NELN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-322.8600985,-0.072320662,0.072320662,-322.8600985,NA,223.9999998,2.350248018,NA,0.072320662,2.350248018,-0.072320662,2
115,1,2,HAST,AUCK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-516.8544915,-0.115775406,0.115775406,-516.8544915,NA,223.9999998,2.350248018,NA,0.115775406,2.350248018,-0.115775406,2
116,1,2,HAST,NEWP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-626.0238442,-0.140229341,0.140229341,-626.0238442,NA,223.9999998,2.350248018,NA,0.140229341,2.350248018,-0.140229341,2
117,1,2,HAST,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-740.3927967,-0.167328772,0.167328772,-740.3927967,NA,225.9999999,2.354108439,NA,0.167328772,2.354108439,-0.167328772,2
118,1,2,HAST,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-903.8113454,-0.204261364,0.204261364,-903.8113454,NA,225.9999999,2.354108439,NA,0.204261364,2.354108439,-0.204261364,2
119,1,2,HAST,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-1015.816115,-0.229574442,0.229574442,-1015.816115,NA,225.9999999,2.354108439,NA,0.229574442,2.354108439,-0.229574442,2
120,1,2,HAST,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,220.0000001,1,-1187.531113,-0.261256845,0.261256845,-1187.531113,NA,220.0000001,2.342422681,NA,0.261256845,2.342422681,-0.261256845,2
121,1,2,CHCH,KAIK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,47.15616816,0.010657294,0.010657294,47.15616816,NA,225.9999999,2.354108439,NA,0.010657294,2.354108439,0.010657294,2
122,1,2,CHCH,NELN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-156.6576787,-0.03509132,0.03509132,-156.6576787,NA,223.9999998,2.350248018,NA,0.03509132,2.350248018,-0.03509132,2
123,1,2,CHCH,AUCK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-356.0936074,-0.079764968,0.079764968,-356.0936074,NA,223.9999998,2.350248018,NA,0.079764968,2.350248018,-0.079764968,2
124,1,2,CHCH,NEWP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-470.3594468,-0.105360516,0.105360516,-470.3594468,NA,223.9999998,2.350248018,NA,0.105360516,2.350248018,-0.105360516,2
125,1,2,CHCH,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-590.8468719,-0.133531393,0.133531393,-590.8468719,NA,225.9999999,2.354108439,NA,0.133531393,2.354108439,-0.133531393,2
126,1,2,CHCH,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-758.723633,-0.171471541,0.171471541,-758.723633,NA,225.9999999,2.354108439,NA,0.171471541,2.354108439,-0.171471541,2
127,1,2,CHCH,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-874.9284782,-0.197733836,0.197733836,-874.9284782,NA,225.9999999,2.354108439,NA,0.197733836,2.354108439,-0.197733836,2
128,1,2,CHCH,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,220.0000001,1,-1046.872913,-0.230312041,0.230312041,-1046.872913,NA,220.0000001,2.342422681,NA,0.230312041,2.342422681,-0.230312041,2
129,1,2,KAIK,NELN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-47.57720539,-0.010657294,0.010657294,-47.57720539,NA,223.9999998,2.350248018,NA,0.010657294,2.350248018,-0.010657294,2
130,1,2,KAIK,AUCK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-250.6924243,-0.056155103,0.056155103,-250.6924243,NA,223.9999998,2.350248018,NA,0.056155103,2.350248018,-0.056155103,2
131,1,2,KAIK,NEWP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-368.3974289,-0.082521024,0.082521024,-368.3974289,NA,223.9999998,2.350248018,NA,0.082521024,2.350248018,-0.082521024,2
132,1,2,KAIK,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-492.9804736,-0.111413587,0.111413587,-492.9804736,NA,225.9999999,2.354108439,NA,0.111413587,2.354108439,-0.111413587,2
133,1,2,KAIK,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-663.8549117,-0.15003121,0.15003121,-663.8549117,NA,225.9999999,2.354108439,NA,0.15003121,2.354108439,-0.15003121,2
134,1,2,KAIK,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-782.8792392,-0.176930708,0.176930708,-782.8792392,NA,225.9999999,2.354108439,NA,0.176930708,2.354108439,-0.176930708,2
135,1,2,KAIK,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,220.0000001,1,-955.0424223,-0.210109333,0.210109333,-955.0424223,NA,220.0000001,2.342422681,NA,0.210109333,2.342422681,-0.210109333,2
136,1,2,NELN,AUCK,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-48.08971879,-0.010772097,0.010772097,-48.08971879,NA,223.9999998,2.350248018,NA,0.010772097,2.350248018,-0.010772097,2
137,1,2,NELN,NEWP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,-172.6300939,-0.038669141,0.038669141,-172.6300939,NA,223.9999998,2.350248018,NA,0.038669141,2.350248018,-0.038669141,2
138,1,2,NELN,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-305.2781904,-0.068992871,0.068992871,-305.2781904,NA,225.9999999,2.354108439,NA,0.068992871,2.354108439,-0.068992871,2
139,1,2,NELN,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-482.0848851,-0.108951184,0.108951184,-482.0848851,NA,225.9999999,2.354108439,NA,0.108951184,2.354108439,-0.108951184,2
140,1,2,NELN,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-606.6779383,-0.137109214,0.137109214,-606.6779383,NA,225.9999999,2.354108439,NA,0.137109214,2.354108439,-0.137109214,2
141,1,2,NELN,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,220.0000001,1,-779.4160951,-0.171471541,0.171471541,-779.4160951,NA,220.0000001,2.342422681,NA,0.171471541,2.342422681,-0.171471541,2
142,1,2,AUCK,NEWP,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,223.9999998,1,32.1173036,0.007194276,0.007194276,32.1173036,NA,223.9999998,2.350248018,NA,0.007194276,2.350248018,0.007194276,2
143,1,2,AUCK,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-109.2593496,-0.024692613,0.024692613,-109.2593496,NA,225.9999999,2.354108439,NA,0.024692613,2.354108439,-0.024692613,2
144,1,2,AUCK,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-292.5266594,-0.066111025,0.066111025,-292.5266594,NA,225.9999999,2.354108439,NA,0.066111025,2.354108439,-0.066111025,2
145,1,2,AUCK,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-423.1679913,-0.095635966,0.095635966,-423.1679913,NA,225.9999999,2.354108439,NA,0.095635966,2.354108439,-0.095635966,2
146,1,2,AUCK,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,220.0000001,1,-596.7302725,-0.13128066,0.13128066,-596.7302725,NA,220.0000001,2.342422681,NA,0.13128066,2.342422681,-0.13128066,2
147,1,2,NEWP,WELL,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,15.83106638,0.003577821,0.003577821,15.83106638,NA,225.9999999,2.354108439,NA,0.003577821,2.354108439,0.003577821,2
148,1,2,NEWP,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-171.7060797,-0.038805574,0.038805574,-171.7060797,NA,225.9999999,2.354108439,NA,0.038805574,2.354108439,-0.038805574,2
149,1,2,NEWP,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-306.3353629,-0.069231792,0.069231792,-306.3353629,NA,225.9999999,2.354108439,NA,0.069231792,2.354108439,-0.069231792,2
150,1,2,NEWP,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,220.0000001,1,-480.5461953,-0.105720163,0.105720163,-480.5461953,NA,220.0000001,2.342422681,NA,0.105720163,2.342422681,-0.105720163,2
151,1,2,WELL,DUND,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-31.71897789,-0.007168489,0.007168489,-31.71897789,NA,225.9999999,2.354108439,NA,0.007168489,2.354108439,-0.007168489,2
152,1,2,WELL,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,-171.1023939,-0.038669141,0.038669141,-171.1023939,NA,225.9999999,2.354108439,NA,0.038669141,2.354108439,-0.038669141,2
153,1,2,WELL,OBAN,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,220.0000001,1,-346.1880044,-0.076161361,0.076161361,-346.1880044,NA,220.0000001,2.342422681,NA,0.076161361,2.342422681,-0.076161361,2
154,1,2,DUND,INVE,Baker 1980,Fieldstudy,Evolution 34: 638-653,Passer domesticus,Passer domesticus expansion after introduced to New Zealand,Aves,1,2,2,1,TIBIO,1,1,225.9999999,1,15.88791151,0.003590668,0.003590668,15.88791151,NA,225.9999999,2.354108439,NA,0.003590668,2.354108439,0.003590668,2
