Z1 Z2 type_final
0 0.0239 NA
0.0193 0.0329 NA
0.0745 0 NA
0.0585 2e-04 NA
0 0 NA
0 0 NA
0 0 NA
0.0407 0 NA
0.1594 0 NA
0.1857 0 NA
0.0235 0 NA
0 0 NA
0.1667 0 NA
0 0 NA
0.0565 0 NA
0.0126 0.0059 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0669 0 NA
0 0 NA
0.0347 0.0228 NA
0 0 NA
0.1038 0 NA
0.0842 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0341 NA
0.0915 0 NA
0.0747 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0736 0 NA
0.0293 0 NA
0 0 NA
0 0 NA
0.0037 0.0192 NA
0.0324 0 NA
0.0565 0 NA
0 0 NA
0.0357 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0952 0 NA
0 0 NA
0 0 NA
0.5066 0 AV
0 0 NA
0.0807 0 NA
0.0212 0 NA
0.007 0 NA
0 0 NA
0.027 0 NA
0.117 0 NA
0.0987 0.0044 NA
0 0 NA
0 0 NA
0.3751 0 AV2
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0583 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 C3
0.0971 0 NA
0.0235 0 NA
0 0 NA
0 0 NA
0.0326 0.0051 NA
0 0 NA
0 0 NA
0.1177 0 NA
0.0687 0 NA
0 0.0114 NA
0.0215 0 NA
0 0 NA
0 0 NA
0.1419 0 NA
0.044 5e-04 NA
0.0055 0.0099 NA
0.0817 0 NA
0.0535 0 NA
0 0 NA
0 0 NA
0.068 0.0037 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0499 0.008 NA
0 0.0112 NA
0 0 NA
0 0 NA
0.127 0 NA
0.0667 0 NA
0.0333 0 NA
0 0.0045 NA
0.0012 0.0029 NA
0 0 NA
0 0 NA
0.1085 0 NA
0.0602 0 NA
0.0283 0 NA
0 0 NA
0.0229 0.0021 NA
0.0252 0 NA
0 0 NA
0 0 NA
0.0338 0 NA
0 0 NA
0.1402 0 NA
0.0536 0.0403 NA
0.0921 0 NA
0.0341 0 NA
0 0 NA
0.0501 0 NA
0 0 NA
0.1585 0 NA
0 0 NA
0 0 NA
0.0332 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0422 0 NA
0 0 NA
0.0455 0.0113 NA
0.0621 0 NA
0.0221 0.0156 NA
0 0 NA
0 0 NA
0.004 0 NA
0 0 NA
0 0 NA
0.0216 0.0078 C2
0 0 NA
0 0 NA
0.1009 0 NA
0.0232 0 NA
0 0 NA
0.0894 0.0027 NA
0 0 NA
0.0424 0 NA
0 0 NA
0.0516 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0074 0.0045 NA
0 0 NA
0 0 NA
0 0 NA
0.0344 0 NA
0 0 NA
0 0 NA
0.1143 0 NA
0.034 0 NA
0 0 NA
0 0 NA
0.1143 0 NA
0.1103 0 NA
0 0 NA
0.0911 0 NA
0.062 0 NA
0.1129 0 NA
0.0564 0 NA
0 0 NA
0 0 NA
0.0664 0 C2r1
0.0401 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0823 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1001 0 NA
0.0342 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1106 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 C4
0 0 NA
0 0 NA
0.1136 0 NA
0.0301 0 NA
0 0 NA
0.0285 0.0068 C2r1
0.0232 0 NA
0.0201 0.026 NA
0 0 NA
0.0421 0 NA
0.0168 0.0072 NA
0.0656 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0195 NA
0.0853 0 NA
0.0356 0 NA
0.1922 0 NA
0 0 NA
0.1497 0 NA
0 0 NA
0.0524 0 NA
0 0 NA
0.0807 0 NA
0.0693 0 NA
0.0284 0 NA
0.0434 0 NA
0.0344 0 NA
0 0 NA
0 0 NA
0 0.0478 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0769 0 NA
0.0453 0 NA
0 0 NA
0.091 0 NA
0 0 NA
0.0753 0 NA
0.0327 0 NA
0.0025 0.0031 NA
0 0 NA
0.0229 0 NA
0 0 NA
0.063 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0191 0.0018 NA
0 0 NA
4e-04 0.0203 NA
0 0.0233 NA
0 0 NA
0.0736 0 NA
0.0492 0 NA
0.0767 4e-04 C0.5
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0517 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0842 0.0084 NA
0 0.0343 NA
0.0176 0.0115 NA
0 0 NA
0.0348 0 NA
0 0 NA
0 0 NA
0.059 0 NA
0 0 NA
0.0012 0.0087 NA
0.0124 0 NA
0 0 NA
0.3643 0 NA
0.1486 0 NA
0.0445 0 NA
0.0132 0.0041 NA
0.3817 0.089 AV
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.15 0 NA
0.0373 0 NA
0 0 NA
0.0026 0.0289 NA
0.0369 0 NA
0 0 NA
0.0829 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0278 0 NA
0.0599 0 NA
0.1688 0 NA
0.0885 0 NA
0.0271 0 NA
0 0 NA
0.235 0 AV2
0.0503 0.0122 NA
0.0071 0.0085 NA
0 0 NA
0 0 NA
0.165 0 NA
0.0523 0 NA
0 0 NA
0 0 NA
0.0826 0 NA
0 0 NA
0.0603 0 NA
0.0497 0 NA
0.1214 0 NA
0.0285 0.0032 NA
0 0 NA
0 0 NA
0.1093 0 NA
0.2635 0 C1
0.0568 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0451 0 NA
0.0116 0 NA
0 0 NA
0.1474 0 NA
0.1136 0 NA
0.0251 0 NA
0.0163 0.0016 NA
0.003 0.0049 NA
0.039 0 NA
0.1143 0 NA
0 0 C2r1
0 0 NA
0.0158 0 C3
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.011 0 NA
0 0 NA
0.0952 0 NA
0 0 NA
0.0688 0 NA
0 0 NA
0.0346 0 C4
0.038 0 NA
0 0 NA
0 0 C3
0 0 C2r1
0 0 NA
0 0 NA
0 0 NA
0.0408 0 NA
0.0178 0.0057 NA
0 0 NA
0 0 NA
0.0488 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1656 0 C0.5
0.0265 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.051 0.0039 NA
0 0 NA
0.1462 0 NA
0.0294 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0078 NA
0 0 NA
0.0709 0 NA
0.024 0 NA
0.0717 0.016 NA
0.0596 0 NA
0.1061 0 NA
0.0173 0 NA
0 0 NA
0 0 NA
0.038 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1235 0 NA
0.0326 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0086 NA
0 0 NA
0 0 NA
0.1225 0.0123 GAV
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1 0 NA
0.0193 0.0062 NA
0 0 NA
0.0014 0.0058 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0626 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0237 0.007 NA
0 0 NA
0 0 NA
0.1426 0 NA
0 0 NA
0.1283 0 NA
0.0465 0.0082 NA
0 0 NA
0.0818 0.0254 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0033 0.0084 NA
0 0 NA
0.0691 0 NA
0.0588 0 NA
0 0 NA
0.0975 0 NA
0.1167 0 NA
0.0748 0 C0.5
0 0 NA
0.1231 0 NA
0.0855 0 NA
0.0752 0 NA
0 0 NA
0.0159 0.0114 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2176 0 NA
0.0179 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0295 0.0266 NA
0 0 NA
0.0715 0 NA
0.0207 0 NA
0.1456 0.0048 NA
0 0 NA
0.0386 0.0011 NA
0 0 NA
0.0606 0 NA
0 0 NA
0.0051 0.0227 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.082 0 NA
0.0035 0.0182 NA
0.0269 0 NA
0 0 NA
0.1082 0 NA
0 0 NA
0.1514 0 NA
0 0 NA
0 0 NA
0.0777 0 NA
0.0374 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.6073 0 AV
0 0 NA
0 0 NA
0.1194 0 NA
0.0787 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0995 0 NA
0.0962 0 NA
0.0197 0 C3
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1468 0 NA
0.1038 0 NA
0.0703 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0152 0 NA
0.0558 0 NA
0.0505 0 NA
0 0 NA
0.02 0 NA
0 0 NA
0 0 NA
0.1463 0 C4
0.096 0 NA
0.028 0 NA
0.0271 0 NA
0.0207 2e-04 NA
0.2397 0 C1r1
0 0.0077 NA
0 0 NA
0 0 NA
0.0953 0 NA
0.1138 0.0295 GAV
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.183 0 NA
0 0 NA
0 0 NA
0.0525 0 NA
0 0 NA
0.0955 0 NA
0.0535 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0378 0.0379 NA
0.1054 0 NA
0.0268 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0437 0.0151 NA
0.062 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0822 0 NA
0.1645 0 NA
0.0751 0 NA
0.0709 0 NA
0 0 NA
0 0 NA
0.1138 0 NA
0.0466 0 NA
0.001 0.0044 NA
0 0 NA
0 0 NA
0 0 NA
0.0417 0 NA
0.0538 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0459 0 NA
0.0045 0 NA
0.0558 0 NA
0.0544 0 NA
0.0632 0 NA
0.2294 0 C0.5
0.0504 0 NA
0.0405 0 NA
0 0 NA
0.0435 0 NA
0 0 NA
0 0 NA
0.0507 0.0021 NA
0 0 NA
0 0 NA
0.1126 7e-04 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0082 0.0015 NA
0.2072 0 C1r1
0 0 NA
0 0 NA
0.1091 0 NA
0.0663 0 NA
0.048 0 NA
0 0 NA
0.1516 0 NA
0.0575 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0517 0 NA
0 0 NA
0 0 NA
0.0451 0 NA
0.0227 0 NA
0 0 NA
0.0578 0 NA
0 0 NA
0.0798 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0957 0 NA
0.0927 0 NA
0.0534 0 NA
0.0381 0.0047 NA
0 0 NA
0 0 NA
0.2471 0 C0.5
0.1532 0 NA
0.0603 0.0122 NA
0.0298 0 NA
0.0888 0 NA
0.0099 0 NA
0.2603 0 NA
0.0028 0 NA
0 0 NA
0 0 NA
0.0572 0 NA
0.0951 0.0147 NA
0 0 NA
0.083 0 NA
0.0792 0 NA
0 0 NA
0 0 NA
0.0524 0 NA
0.0083 0.0128 C2r1
0.0445 0.0078 NA
0 0 NA
0 0 NA
0.1928 0.0261 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0225 0 NA
0.0777 0.0061 NA
0.0854 0 NA
0.0815 0 NA
0 0.0033 NA
0.0209 0.0154 NA
0 0 NA
0.0351 0.012 NA
0 0 NA
0.0097 0.0163 NA
0.0343 0 NA
0.0095 0 NA
0.1104 0 NA
0.0416 0.003 NA
0.0357 0 NA
0 0 NA
0.1655 0 C1r1
0 0 NA
0 0 NA
0.0109 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0835 0 NA
0 0 NA
0 0 NA
0.0168 9e-04 NA
0.1347 0 NA
0.0211 0 NA
0 0 NA
0.0458 0 NA
0.0214 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0874 0 NA
0 0 NA
0.0375 0 NA
0.0184 0.0156 NA
0 0.0076 NA
0 0 NA
0 0 NA
0.039 0.0059 NA
0 0 NA
0 0 NA
0.0058 0 NA
0.0064 0 NA
0.0591 0 NA
0 0 NA
0 0.0104 NA
0 0 NA
0.0046 0.01 NA
0 0 NA
0 0 NA
0.0211 0.0052 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0171 0 NA
0 0 NA
0.0111 0.0043 NA
0.0099 0.0063 NA
0 0.0215 C2
0.0378 0.0022 C2
0.0399 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0227 0 NA
0 0 NA
0 0 NA
0.0651 0 NA
0 0 NA
0.1225 0 NA
0.0511 0 NA
0 0 NA
0 0 NA
0.0817 0 NA
0.0645 0.006 NA
0.0215 0 C3
0 0 C3
0.0941 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.029 0 NA
0.0266 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1756 0 NA
0 0.0163 NA
0 0 NA
0 0 NA
0.0744 0 NA
0.1335 0 NA
0 0 NA
0 0 NA
0.0249 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1473 0 NA
0 0 NA
0 0 NA
0 0 NA
0.188 0 NA
0.0168 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.018 0 NA
0.0041 7e-04 NA
0 0 NA
0.08 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0232 0.0262 NA
0.0742 0 NA
0.0559 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0406 0 NA
0 0 NA
0.1163 0 NA
0 0.0209 NA
0 0 NA
0 0 NA
0.1077 0 NA
0.0902 0 NA
0.0497 0 NA
0.0697 0 NA
0.0331 0 NA
0 0 NA
0 0 NA
0.0591 0 NA
0.0054 0.0021 NA
0 0 NA
0 0 NA
0.0261 0 NA
0 0 NA
0.0341 0.0155 NA
0 0 NA
0 0 NA
0.0627 0 NA
0 0 NA
0 0 NA
0.5481 0 AV
0 0 NA
0.0283 0 NA
0 0 NA
0.0912 0 NA
0.0841 0 NA
0.0245 0.0132 NA
0 0 NA
0 0 NA
0.0167 0 NA
0 0 NA
0.0967 0 NA
0.0714 0 NA
0.0361 0 NA
0 0 NA
0.0194 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0603 0 NA
0.0547 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0255 NA
0 0 NA
0.0403 0 NA
0.0384 0 NA
0 0 NA
0.0716 0 NA
0.017 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0516 0 NA
0 0 NA
0 0 NA
0.1136 0 NA
0.0677 0 NA
0.0584 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1119 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1322 0 NA
0.0947 0 NA
0.0817 0 NA
0.0681 0 NA
0.0404 0 NA
0.0736 0 NA
0.0588 0 NA
0 0 NA
0 0 NA
0.0574 0 NA
0.0429 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0246 0 NA
0.0247 0 NA
0.038 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0629 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2022 0 C0.5
0.0798 0 NA
0.0646 0 NA
0.1055 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.02 0.0092 NA
0 0 NA
0 0 NA
0 0 NA
0.0518 0.023 NA
0.0104 0.0121 NA
0.0919 0 NA
0 0 NA
0 0 NA
0.0531 0 NA
0.1869 0 NA
0.0235 0 NA
0 0 NA
0 0 NA
0.0832 0 NA
0 0 NA
0 0 NA
0.0232 0.0211 NA
0.1039 0 NA
0 0 NA
0.0911 0 NA
0.0047 0.0135 NA
0.3516 0 G2
0.0538 0 NA
0 0 NA
0 0.0103 NA
0 0 NA
0.1995 0 NA
0.029 0 NA
0.0183 0 NA
0 0 NA
0.0743 0 NA
0 0 NA
0 0 NA
0.0386 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1364 0 NA
0 0 NA
0 0 NA
0.1222 0 NA
0 0 NA
0 0 NA
0.0026 0.01 NA
0 0 NA
0.098 0 NA
0.0836 0 NA
0.0367 0.0316 NA
0.0614 0 NA
0.0297 0 NA
0 0 NA
0.0999 0 NA
0.0569 0.0042 NA
0 0 NA
0 0 NA
0.0394 0 NA
0 0 NA
0.0673 0 NA
0 0 NA
0 0 NA
0.1009 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1828 0 C4
0 0 NA
0.0065 0.0052 NA
0 0 NA
0.1361 0 NA
0.1216 0 NA
0 0.0188 NA
0.0123 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1046 0.0354 C1r1
0 0 NA
0.0258 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0286 0 NA
0.0054 0.0016 NA
0 0 NA
0.1136 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0519 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0507 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0418 0 C2
0.0105 0 NA
0.1855 0 NA
0.1407 0 NA
0.1357 0 NA
0 0 NA
0 0 NA
0 0 NA
0.2444 0 C1
0 0 NA
0 0 C4
0.0796 0 NA
0.0784 0 NA
0 0 NA
0 0 NA
0.0693 0 NA
0 0 NA
0.0767 0 NA
0 0 NA
0.1252 0 NA
0.0205 0.0114 NA
0 0 NA
0 0 NA
0.0707 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0703 0 NA
0.1279 0 NA
0.0421 0 NA
0.0093 0.0055 NA
0 0 NA
0.084 0 NA
0 0 NA
0.0766 0.0045 NA
0.0436 0 NA
0.0066 1e-04 NA
0 0 NA
0.0662 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1253 0 NA
0.0648 0 NA
0.0583 0 NA
0.0265 0 NA
0 0 NA
0.1096 0 NA
0 0 NA
0.0895 0 NA
0.0616 0 NA
0.0559 0 NA
0 0 NA
0 0 NA
0.0814 0 NA
0 0 NA
0.0173 0.0087 NA
0 0 NA
0 0 NA
0.0686 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0453 0 NA
0 0 NA
0.1125 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0399 0 NA
0.0014 0.006 NA
0 0 NA
0 0 NA
0.0869 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0258 0 NA
0.0471 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0441 0 NA
0 0 NA
0 0 NA
0.1359 0 NA
0.0784 0.0043 NA
0.025 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.4736 0.02 AV
0.1326 0 NA
0.0087 0.0061 NA
0.0143 0 NA
0 0 NA
0.3039 0 NA
0.0958 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0485 0.0265 NA
0.0831 0 NA
0.0377 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1301 0.0022 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1392 0 NA
0 0 NA
0 0 NA
0.1728 0 NA
0.1163 0 NA
0.0142 0.006 NA
0 0 NA
0 0 NA
0 0 NA
0.0338 0 NA
0.0235 0 NA
0 0 NA
0.0667 0 NA
0.0898 0 NA
0.0696 0 NA
0.0577 0 NA
0 0 NA
0 0 NA
0.1094 0.0071 AV2
0.0303 1e-04 NA
0 0 NA
0.0173 0 NA
0.0212 0.0236 NA
0.0126 0.0011 NA
0 0 NA
0 0 NA
0.0508 0 NA
0 0.0116 NA
0 0 NA
0 0 NA
0.0573 0.0174 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0721 0 NA
0 0 NA
0.1703 0.0024 C1r1
0.0891 0 NA
0.0433 0 NA
0.0434 0 NA
0.0226 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0607 0 NA
0.0412 0 NA
0.0537 0 NA
0 0 NA
0 0 NA
0.0053 0.0198 NA
0.0928 0 NA
0.027 0.0121 NA
0 0 NA
0.0229 0.0081 NA
0 0 NA
0 0 NA
0.1197 0 NA
0 0 NA
0 0 NA
0.1142 0 NA
0 0 NA
0.0521 0 NA
0 0 NA
0 0 NA
0.0375 0.0108 NA
0.2953 0 G2
0.1458 0 NA
0.0102 0 NA
0.0574 0 NA
0 0 NA
0.0683 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0182 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0398 0 NA
0 0 NA
0.3475 0.052 AV2
0 0 NA
0 0 NA
0.0236 0 NA
0.0115 0 NA
0.2937 0.0065 GAV
2e-04 0.0228 NA
0 0 NA
0.0249 0 NA
0.0735 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0452 0 NA
0 0 NA
0.0684 0 C2
0.0611 0 NA
0.056 0 NA
0.0348 0 NA
0.0434 0.0157 NA
0 0 NA
0 0.0101 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0488 0 NA
0.0279 0 NA
0 0 NA
0 0 NA
0.0588 0 NA
0.1081 0 NA
0.0209 0.0023 NA
0.0979 0 NA
0.0342 0 NA
0 0 NA
0.0104 0.0159 NA
0 0 NA
0 0 NA
0.0396 0.0216 NA
0.0492 0 NA
0 0 NA
0 0 NA
0.0986 0 NA
0 0 NA
0 0 NA
0.0506 0 NA
0.0384 0 NA
0 0 NA
0.0875 0.0219 NA
0.0588 0 NA
0.0504 0.0163 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0884 0 NA
0.0304 0 NA
0.0201 0 NA
0 0 NA
0 0 NA
0.0582 0 NA
0 0.0159 NA
0.0049 0.0109 NA
0 0 NA
0.055 0 NA
0.094 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1068 0 NA
0 0 NA
0.0475 0 NA
0.1235 0 NA
0.0291 0 NA
0.1211 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0698 0 NA
0.0546 0 NA
0.0335 0 NA
0 0 NA
0 0 NA
0.0658 0 NA
0 0 NA
0 0 NA
0.11 0 NA
0 0 NA
0 0 NA
0.0551 0 NA
0 0 NA
0 0.0316 C1r1
0 0 NA
0.0616 0 NA
0 0 NA
0.0344 0 NA
0 0 NA
0.129 0 NA
0.0974 0 NA
0.0651 0 NA
0.1687 0 NA
0.0165 0 NA
0 0 NA
0.0425 0 NA
0 0 NA
0.0155 0.016 NA
0 0 NA
0.0659 0 NA
0 0 NA
0.021 0.019 NA
0 0 NA
0.0692 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0823 0 NA
0 0 NA
0.1115 0.0189 C1r1
0.0439 0.0041 C1r1
0 0 NA
0 0 NA
0.0906 0 NA
0.047 0 NA
0.0634 0 NA
0.158 0 NA
0.0134 0 NA
0.0113 2e-04 NA
0 0 NA
0.086 0 NA
0.022 0.0063 NA
0 0.0053 NA
0 0 NA
0.1362 0 C1r1
0 0 NA
0.1439 0 NA
0 0 NA
0.065 0 NA
0 0 NA
0 0 NA
0.0307 0 NA
0.0225 0.0021 NA
0 0 NA
0.011 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1281 0 NA
0.0991 0 NA
0 0 C4
0 0 NA
0 0 NA
0.0499 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0.0223 NA
0.0401 0 NA
0 0 NA
0 0 NA
0.0978 0 NA
0.0378 0 NA
0.0348 0 NA
0 0 NA
0.0299 0.0124 NA
0 0 NA
0.1506 0 NA
0.1163 0 NA
0.0214 0.0065 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.007 0.0265 NA
0 0 NA
0 0 NA
0 0 NA
0.0957 0 NA
0 0 NA
0.1078 0 NA
0 0 NA
0 0 NA
0 0.0118 NA
0 0 NA
0 0 NA
0.0946 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0275 0 NA
0.0867 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0479 0 NA
0.0095 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0512 0 NA
0 0 NA
0 0 NA
0.0818 0 NA
0.0474 0.0013 NA
0.0416 0 NA
0 0 NA
0.123 0 NA
0.0987 0 NA
0.0575 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1112 0 NA
0 0 NA
0 0 NA
0 0 NA
0.038 0 NA
0 0 NA
0 0 NA
0.1221 0 NA
0.052 0 NA
0 0.0143 NA
0 0 NA
0 0 NA
0.0884 0 NA
0 0 NA
0 0 NA
0.0156 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0329 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0595 0 NA
0.0394 0.0113 NA
0 0.0091 NA
0 0 NA
0 0 NA
0.0457 0.0025 NA
0.0283 0 NA
0 0.0266 NA
0 0 NA
0.0234 0 NA
0 0 NA
0 0 NA
0 0 NA
0.037 0.0117 NA
0 0 NA
0 0 NA
0.1029 0 NA
0.0452 0 NA
0.0435 0 NA
0.0296 2e-04 C2r1
0 0 NA
0 0 NA
0 0 NA
0.0354 0 NA
0.0035 0.0036 NA
0 0 NA
0.0703 0 NA
0 0 NA
0.052 0.007 NA
0 0.0263 NA
0 0 NA
0 0 NA
0 0 NA
0.0442 0 NA
0.0441 0 NA
0.1066 0 NA
0 0 NA
0.0864 0 NA
0 0 NA
0.0462 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 C4
0 0 NA
0.0407 0 NA
0 0 NA
0.0674 0 NA
0 0 NA
0.0152 0.0173 NA
0 0 NA
0 0 NA
0 0 NA
0.1029 0 C2r1
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1093 0 NA
0.0361 0.0019 NA
0 0.018 NA
0.026 0 NA
0.0086 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0933 0 NA
0 0 NA
0 0 NA
0.1555 0 NA
0.178 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0 0 NA
0.1197 0 NA
0 0 NA
0.123 0 NA
0.0894 0 NA
0.0583 0 NA
0 0 NA
0 0 NA
0.0514 0 NA
0 0 NA
0 0 NA
0 0 NA
0.0377 0.005 NA
0.0506 0 NA
0 0 NA
0 0 NA
0.1417 0 NA
0 0 NA
0 0 NA
0 0 NA
0.041 0 NA
0 0 NA
0 0.04 NA
